Unnamed: 0,title,text,label
5085,"An open letter from Vladislav Krasnov, Ph.D. and Obama's official reply","Mon, 24 Oct 2016 00:00 UTC © Fitzgerald Griffin Foundation/Russia Insider President Obama, Vladislav Krasnov, Ph.D An Open Letter to Barack Obama Dear Mr. President: As your presidential duties will soon expire, I want you make sure your Nobel Peace Prize is deserved: Please instruct your officials to return to the path of negotiations with Russia , be it the Syrian crisis, the lapse of the plutonium nuclear arms control deal or Ukraine. By so doing, you will bequeath to your successor —whomever it might be— a solid foundation on which to build a healthier and more peaceful Planet Earth. The United States should re-commit to the policy of non-interference in domestic affairs abroad that our Founding Fathers consistently proclaimed and adhered to. Instead of imposing our cherished values of ""free-market"" and ""democracy"" abroad, let us rely on the wisdom of a man who risked the reputation of a ""traitor"" when he defied King George's war on American colonies. I am talking about Edmund Burke, the British philosopher and father of modern conservatism. Like ancient Greeks he argued that each country is entitled to its own form of government, be it democracy, republic, monarchy, tyranny or despotism, each of which tend to evolve into its opposite. Therefore, the colonies do not have to bow to the King. Burke's monument now graces Washington DC. In respect to Russia, remember that Empress Catherine the Great refused King George's request to send Russian Cossacks help him quell George Washington's rebellion. During the Civil War, while Europe's powers-- Great Britain, France, and Spain—tried to take advantage of President Lincoln's problems with the South, Tsar Alexander II who had just abolished serfdom in Russia, sent Russian Navy to the harbors of New York and San Francisco as a gesture of Good Will. More recently, in spite of the USSR's unconcealed hostility to ""Capitalist"" America, the two countries were able to co-operate in the defeat of Nazi Germany and Japan, and then keep the bitterness of Cold War in check. After 1991, the Communist Russia is no more. The New Russia has been espousing the same values of private property, free enterprise, multi-party free elections, secular government, and freedom of speech and religion— as we do. To be sure, the post-1991 Russian road has been rocky, but this because we meddled on the side of the Russian oligarchs and because it takes years and decades to cultivate free enterprise and democracy in a country that had none for 73 years. In late 1980s, when I was writing Russia Beyond Communism: A Chronicle of National Rebirth (Westview Press, 1991), Soviet soldiers were forbidden to wear crucifix. Now General Sergei Shoigu, Russia's Minister of Defense, would not enter the Red Square without crossing himself publicly. President Vladimir Putin is regularly seen in a church in front of an icon and has addressed Russian Muslims in a mosque and Jews in a synagogue. It's a truly tectonic shift in global affairs since the end of the Cold War in 1991. Therefore, I say, Mr. President, take a breath of fresh air and do what it takes to make your Nobel Peace Prize count: Leave the legacy of peace-seeking negotiations with Russia from which your successor will not deviate lest he or she be called an abominable war monger. More than any other two countries, Russia and the United States are called upon safeguard Peace, Freedom and Commerce not just from San Francisco to Vladivostok, but on the entire Planet Earth. So help us God! Sincerely, W George Krasnow, Ph.D. (aka Vladislav Krasnov) President, RAGA.org October 10, 2016 W. George Krasnow (also published as Vladislav Krasnov), Ph.D., runs the Russia and America Goodwill Association, a non-profit organization of Americans for friendship with Russia. Formerly, he was a professor and director of Russian Studies at the Monterey Institute of International Studies in California. Under the name of Vladislav Krasnov he published three books: Solzhenitsyn and Dostoevsky: A Study in the Polyphonic Novel, Russia Beyond Communism: A Chronicle of National Rebirth, Soviet Defectors: The KGB wanted List. His op-ed columns have appeared in The Wall Street Journal, New York Times, International Herald Tribune, San Francisco Examiner, San Diego Union, and Dallas Morning News. © www.whitehouse.gov",1
38787,U.S. preparing plan to draw down embassy staff in Havana: sources,"WASHINGTON (Reuters) - The United States is crafting a plan for a drawdown of staff from the American embassy in Havana in response to still-unexplained incidents that have harmed the health of some U.S. diplomats there, U.S. and congressional officials said on Thursday. The State Department’s plan, which was being finalized and could be announced within days, would call for the departure of non-essential staff and diplomats’ families, the sources said. But it was unclear whether leaving the island would be voluntary or compulsory, and one U.S. official said some details were still being worked out. U.S. officials say 21 U.S. diplomats and family members have been afflicted by health problems of unknown origin, including hearing loss, dizziness and nausea. Several Canadians have also been affected in Cuba, a Canadian official has said. The Cuban government has denied any role and is conducting an investigation. But it has so far said it has been unable to determine the cause. Proposals for a drawdown have moved forward since  U.S. Secretary of State Rex Tillerson met Cuban Foreign Minister Bruno Rodriguez in Washington on Tuesday to discuss the case, which has been threatening the already fragile detente between the two former Cold War foes. The State Department is expected to stop short of saying it will close the recently reopened embassy because of the mysterious affair, despite Tillerson having said last week that such a move was under consideration. But a partial evacuation, even one depicted by the Trump administration as a safety measure, would also send a message of U.S. displeasure over Cuba’s handling of the matter and deliver another blow to Obama-era engagement policies with Havana. U.S. State Department spokeswoman Heather Nauert told reporters Thursday that Tillerson – who is now on his way to Beijing - was reviewing all of his options for “how to best protect our American personnel” in Cuba and that she was not ready to announce any decision. But congressional staffers were briefed on the plan on Thursday, two congressional sources said. Republican U.S. Senator Marco Rubio, a harsh critic of the Cuban government, hinted at the State Department’s coming decision. “Any reduction of Americans from @USEmbassyHavana should also require equal number of Castro employees leaving regime’s embassy in U.S.,” he said in a message on Twitter. The State Department declined comment. McClatchy news service was the first to report this week that the United States would soon begin a major withdrawal of Havana staff. Depending on how many diplomats leave, the Havana embassy – the main point of contact for U.S. citizens visiting the island as well as American companies doing business there –  could be left with more of a skeletal staff to handle responsibilities. Though Washington has not cast direct blame on Cuban authorities, the State Department said Tillerson reminded Rodriguez at Tuesday’s meeting of Cuba’s obligation to protect diplomats and their families. In the highest-level U.S.-Cuba meeting since President Donald Trump took office, Rodriguez warned the United States against taking hasty decisions and urged Washington to cooperate with its ongoing investigation. Washington earlier this year expelled two Cuban diplomats over the alleged incidents. The case has brought simmering tensions between the two countries since Trump took office to the boil. Trump, who in June vowed to partially roll back the detente with Cuba agreed by his Democratic predecessor, President Barack Obama, called the Cuban government “corrupt and destabilizing” in his address to the United Nations General Assembly last week. He said he would not lift the U.S. trade embargo on the Caribbean island until it made “fundamental reforms.” Cuba described his comments as “unacceptable and meddling.” ",0
14383,Forgotten No Longer: Pennsylvania Breitbart Readers Praise Trump Paris Decision,"Several Breitbart News Daily SiriusXM listeners from Pennsylvania called in to host Joel Pollak on Friday to express their support for President Trump’s decision to withdraw from the Paris climate accords. [Caller Ken said, “I used to work in a coal mine. Coal operators, their biggest fear and why they’re afraid to make major investments, is because they’re afraid the Democrats will get back in office and all their investments will be wasted. And that’s the biggest inhibitor to growth right now. ”  Caller Westin said of the climate accord, “The one thing we’re missing, it’s done with malice. This isn’t bad policy by making a mistake. It’s bad policy by choice and purpose. We have to look at what is their objective. Their objective is to pass money around, redistribute wealth, of course. But the real diabolical purpose is to crush the middle class in this country. ” Westin also pointed to the   backlash against the middle class for voting for Trump. Chris, calling from Pennsylvania, said, “All of these deals, it seems as if they work against the United States, our industry, etc. ” He added, “Mr. Trump, yesterday, talked about all of the negative things that would happen to various sectors in the economy, and my point is, these   left people, lefties, who rabidly support all these accords, I would think they would know what’s going on on the inside. And then as soon as Obama says, ‘Oh, yeah, we’re on board,’ perhaps they are shorting a portfolio of energy companies, for instance, or mining companies. ” Chris suggested, “They take their money and run. Then we’re left holding the bag. ” Caller Louis said he liked to call global warming “global communism. ” “It’s a redistribution of wealth,” said Louis, “of them taking the money to give it to their good old boy system, mostly to people like Al Gore and whoever they arranged to take the money. And I don’t think that taxpayers should take this on our shoulders so a bunch of guys can drive around in nice cars. He also said people need to look at the science and not the hype and that the climate has always been changing and will continue to change, regardless of what man does. Breitbart News Daily airs on SiriusXM Patriot 125 weekdays from 6:00 a. m. to 9:00 a. m. Eastern. LISTEN: ",0
47854,German minister warns on Washington trip against 'politics of fear',"WASHINGTON (Reuters) - Germany’s foreign minister warned during a trip to Washington on Tuesday about a rise in the use of populist fear tactics by politicians on both sides of the Atlantic, describing this as a threat to Europe, the United States and transatlantic relations. Speaking at George Washington University on Super Tuesday, the biggest single day of state-by-state presidential nominating contests, Frank-Walter Steinmeier did not refer to Donald Trump or other candidates by name but he said he was concerned about the tone of the U.S. campaign. “In Germany and in Europe, something is gaining momentum in our domestic politics - and to be honest, I am also seeing it here in the United States during the primary campaigns. It’s the politics of fear,” Steinmeier said. Politicians in Germany and elsewhere in Europe have watched nervously as businessman and reality TV star Trump has moved from a long shot to the front-runner among Republicans seeking the party’s nomination to run in the Nov. 8 general election. Trump has described Chancellor Angela Merkel’s welcoming policy towards refugees as “insane” and predicted it would cause rioting in Germany. He has also praised Russian President Vladimir Putin, who has been at odds with Europe since Moscow’s annexation of Ukraine’s Crimea region two years ago. Germany does not face a federal election until next year. But a new anti-immigrant party, the Alternative for Germany (AfD), has emerged as a threat to Merkel’s conservatives. The AfD wants Germany to shut its border to migrants and use force to repel them if necessary. “They pretend that we can seal ourselves off and leave the world outside to deal with its own problems. But that’s wrong,” Steinmeier said, referring to politicians in Europe and the United States. “The worst thing we could do is seal ourselves off,” he said. In a subtle dig at Trump, who has promised to build a wall along the U.S. border with Mexico and make the Mexicans pay for it, the German foreign minister added: “So if you ask me: building walls is a very bad idea - no matter who pays for them.” ",0
31416,HOLY MOLY! TRUMP GIVES EPIC News Conference…SLAYS PRESS…Dresses Down CNN…”Your Ratings Are Lower Than Congress…Network Is All About “Hate” [VIDEO],"During Trump s press conference today, Jim Acosta of CNN bombarded him with one question after another. Trump responded to his dishonest network by calling out the  HATRED and VENOM  he constantly sees on CNN. Acosta pressed on and asked yet another question. Trump responded:  We do have other people and your ratings aren t as good as the others.  Trump told Acosta,  I think you would do much better by being different. I m not ranting and raving. I m just telling you your dishonest people. I m changing it from  fake news  to  very fake news.'  Acosta asked Trump if he is undermining news by calling it  fake news?  Trump response was perfect, as he replied,  I know what s good and I know what s bad, because I m there. So it s very important to me. I want to see an honest press. It s very important to the public to get an honest press. If you were straight and really told it like it was, I would be your biggest fan if you treated me right, including negative stories about me. But when story after story about me is bad, I won! You ve got to be a little bit fair. But when you take a look at some of your stories, and the bias and the hatred. The public is smart and they see it. The whole Russian thing it s a ruse ",1
6723,"Before the Wedding, a Test: 3,000 Miles of Barbecue - The New York Times","We’d drive southwest on Interstate 81, eating barbecue until we hit Memphis. The idea was juvenile in its simplicity, but amid planning a wedding and being a month from turning 30, something juvenile and simple was what I craved. I am a native New Yorker, in a family of waning Italian heritage, so my opinions on barbecue have been treated as an eccentricity. Was my hot dog no good? Perhaps I’d like a burger instead? To my fiancée, Mary Beth,   and North   I was eccentric only in the wide tent I pitched for smoked meat. To most anyone from the Piedmont Crescent in North Carolina, barbecue is not a style of cooking it’s a specific dish: chopped pork topped with a spicy vinegar sauce. Zeal for such a noble meal is only appropriate in her eyes. Ribs, however, are not barbecue. Ribs are ribs. Beef is a wholly different dish. And God help those   South Carolinians, with their heathenous   condiments. Our first stop would be in the heart of Pennsylvania. Criticism was swift from the left side of the aisle. “That’s too far north for good barbecue,” Mary Beth’s family told me. But that was the point of the trip: to prove that barbecue, though miraculous, is not a miracle of geography. My own family was critical for another reason: why spend vacation days driving all the way to Tennessee, and not just fly to a beach? Regardless, Mary Beth was (inexplicably) enthusiastic about splitting a   drive with me, so she’s clearly the best person I know. The trip felt like a fitting stress test before we would vow to share the rest of our lives with each other. Outside of Harrisburg, past an overgrown football field, we found ShakeDown BBQ. A huge   grill on wheels had been wrapping the building in apple wood smoke for hours. I’m a sucker for a wood log fire, but I knew that wouldn’t guarantee good food. Behind a small counter was a towering blackboard detailing the owner’s newest sandwich creations. Rules are anathema to road trips, but I felt it important to lay out some guidelines, if only to focus the debate. Guideline No. 1: If the restaurant offered a sampler or combo platter, we should order it. Guideline No. 2: Pork products would be our focus of scrutiny. We expected few joints east of the Mississippi would hazard an attempt at   brisket. Guideline No. 3: Our highest priority for sides would be beans and greens, the true destiny of those overdone nubs of barbecued meat called burnt ends. Not every restaurant seasons its greens with burnt ends but I imagined that a week of nonstop barbecue, without vegetables, could put us at a legitimate risk for scurvy. We began to deviate from guideline No. 2 on our first stop. ShakeDown’s pulled pork was easily overshadowed by a dark beef brisket. But the pork sausage was the obvious breakout: sweet, robust and right at home between two sides of a bun. The platter had been dusted with a chile and spice blend, and the beans were  . The meal had a very earthy profile, nontraditional for barbecue, at least from a Southerner’s perspective  —   but perhaps not to the area’s German descendants. And there were sauces aplenty: “Regular” Tennessee sauce a very “Spicy” variant a   “Carolina” and a “Creamy Carolina” dipping sauce, seemingly inspired by white coleslaw. More accurate than most tests, the selection of the house sauces, we would find, was the best sign of good barbecue. Shakedown’s lineup scratched every itch I had, but my resident Carolinian thought that most of their sauces were approximated facsimiles. Just over the border in Maryland, in Hagerstown, we stopped at the coyly named Hempen Hill BBQ, a sprawling sports bar crowded with folks looking to cure the munchies. It would be one of the only restaurants on our trip with a wait. The menu tries to do a bit of everything, from   crab chips (hey, it’s Maryland) to smoked prime rib (too large to finish, though we tried). Here, too, the pork sausage (a new menu item, our server told us) outclassed all other offerings: skin crisped from fire, a soft and savory interior, and arresting flavor. But even with three house sauces, an exemplary pork sandwich eluded us. The following morning, we arrived in Virginia. Down the street from the Museum of the Shenandoah Valley, a lovely collection of galleries and gardens, we found Bonnie Blue Southern Market  Grocery in Winchester. The roadside cafe and bakery is in a renovated auto body garage, with plenty of indoor and outdoor tables, all painted fire engine red. Route 81 hadn’t carried us far enough south for the kielbasa not to be a standout: The biscuits and gravy were a tremendous   meal. But now the pulled pork was getting serious: juicy, smoky, a balancing act between salt and spices. The beans practically included a second helping of pork, and the greens, tangy and tender, were the best of the trip. Spirits high, we turned off to travel a strip of the Blue Ridge Parkway, a treasure in itself. The campsites that service motorcades of picnickers are equipped with public grills, and they would see a lot of use once the leaves turned. At over 5, 000 feet, with the air so big and thin, folks would smell your dinner a mile away, and it made me wonder if hospitality is knowing you should expect company. Was barbecue first defined only by its open, inviting aroma? If so, my family’s hot dogs and hamburgers might not be off the mark after all. No guest goes hungry in my mother’s house. Driving down the mountain, we stopped at BeamMeUp BBQ, found in a little beige house on the far edge of Lexington, Va. The last rack of ribs walked out the door before we could order, a disappointment but also a good sign. This was the first pulled pork to make Mary Beth give that signature giddy smile. The pulled meat had great texture and, even before sauces, a complex flavor. The brisket, gleaming like a slab of petrified wood, dissolved instantly upon first bite. That texture doesn’t come without a robust knowledge of temperature, salt and even humidity. The house’s classic “Carolina” sauce was an obvious match for the pork, but the “dark and spicy” sauce ruled the brisket. Nearer the state border, we were surprised by the South Carolina expats at Due South Pit Cooked BBQ in Christiansburg, Va. The interior was    pig tchotchkes and punny pig shirts for sale  —   even the bathroom has a framed pig painting. We were aware of the unofficial rule that a barbecue restaurant must have on premises at least one anthropomorphized pig. This was something else. But Due South was the most committed to sauces of any restaurant on our route, with five bottles at every table: Kansas City “Sweet Brown,” Tennessee “Sweet Red,” spicy “Hot Red,” tangy “Lexington,” and their home state’s mustard “Yellow. ” Nearly all of them were delicious (the sweet brown was too heavy with molasses) but the yellow was Due South’s prodigal sauce. Mary Beth, staring down her state’s rival, wasn’t having any of this mustard stuff. But both sides are guilty of dogmatism: Stephen Colbert, a proud South Carolinian, once suggested that North Carolina’s Piedmont vinegar sauce is better employed as a toilet bowl cleaner. I blanketed my brisket in smoky mustard and, yellow lips and all, offered a satisfied grin. “Well, it’s different if you put it on brisket,” she argued. So the wedding was still on. After days of travel, we finally entered Mary Beth’s home turf: the Piedmont Crescent. I had been surprised by how many restaurants strained themselves to serve every cut, every sauce, every regional quirk their customers might desire. Lexington Barbecue in Lexington, N. C. is on a different level: The   pork shoulder can be sliced, chopped or coarsely chopped, and a laboratory of condiments (“smokehouse” sauce, Texas Pete, Tabasco   …    ) is on every table. The decades appear to have taught Lexington not to argue the details with barbecue fans. But the details are what make Lexington so good. The sandwich itself was a   act of sweet, tangy, tender, smoky, spicy, and even crunchy from the slaw. It’s a joy as simple as it is complex. Farther west, into the North Carolina Appalachians, is Countryside Barbeque in Marion. The restaurant usually has a booth available and, if not, there are rocking chairs on the porch for taking in the mountain air. Like the one at Lexington Barbecue, the pork sandwich rules the menu at Countryside. When the neon “RIBS” sign is on, you’ll know you’re in luck it’s the only item that   the sandwich. While Countryside’s meat isn’t quite as perfected as Lexington’s, its three house sauces are    —   in our case, literally. Years ago, Mary Beth invited me on a trip to the Carolinas and insisted on lunch at Countryside, an old family tradition. She would later tell me, “Only someone who loved you could watch you inhale that rack of ribs and still want to go home with you. ” Some couples have their song Countryside’s Western Carolina is our sauce. We fell in love to that sauce. Barbecue fans will understand. Cars are always   around mealtime at the Original Ridgewood Barbecue in Bluff City, Tenn. not easily done at a big restaurant in a small town of about 1, 700 residents. The restaurant, run almost entirely by women, serves smoked hams, sliced and then crisped on a griddle in the open kitchen. The house sauce is aggressively sweet without tasting imbalanced. The beans are a must, balanced with onion and celery, a   recipe served in cute brown crocks. While waiting to pay for our meal at the register, I let out a sigh of satisfaction. “I know that noise,” said the very tall man next to me. We stood together and chuckled. That’s good barbecue: It’s simple, easy to enjoy and it makes us all neighbors. Near a small marina on the outskirts of Knoxville, we hit Sweet P’s BBQ and Soul House. No musicians were playing that day, but the signs and extra bar made it clear the “Soul House” wasn’t for kicks. The pork and brisket in the sampler were delicious but the ribs were masterfully laid with flavor, a smack in the face with a “Welcome to Tennessee” sign. Dusted with cracked pepper, large sugar granules and dark paprika, there was no need for sauce  —   though we tried it anyway. The “Hot,” a combination of its “Piedmont” sauce and a chipotle purée, was heaven or heatstroke. I didn’t care which. Here we lost guideline No. 3: beans and greens. Mary Beth and I decided instead to cool off with banana pudding. It was so good, we detoured for seconds on our drive back home. In the car, we marveled at the endless mountains and sang along to our favorite musicians from the region (Gabe Dixon and Delta Rae). The rest of the time we talked barbecue. Comparing joints was difficult. Nearly every spot had some breakout dish, and it turned each new menu into a treasure map: What was going to wow us next? The most interesting note our conversations found was how some spots, especially in North Carolina, seemed to intentionally serve slightly dry meat, so as to help it absorb a sauce. Indeed, more than a few restaurants seemed to serve a meat just to have something for the sauce to go on. The biggest disappointment was that, despite no small amount of agony over sauces and meats and wood smoke, few restaurants could be bothered to use   buns. Not so in Nashville. There, we visited with Mary Beth’s cousin, who pointed us toward Edley’s    on 12 South. Befitting its location in the home of country music, the large renovated garage is done up with warm wood beams and benches, hanging lights and pumping music. Despite such a polished experience and   service, the prices were no higher than the roadside places we’d grown accustomed to. A rib’wich was offered as the daily special, something I didn’t expect to find on this trip, so there went our last surviving guideline: order the combo. There were no regrets. The buttered bun was plated to the side to showcase two delicately fried pickles atop a chewy pile of burnt ends  —   an   meal. Mary Beth kept to her pulled pork, which also emphasized those burnt ends. The cost of managing smoke in an urban area can be huge. In Memphis, Charlie Vergos’ Rendezvous is able to operate next to a   and that’s because they serve charbroiled ribs much less smoke required. If any concession had to be made to my hypothesis about geography, it was that cities and barbecue have an    relationship. Or at least they did. Now, even that barrier has fallen. Martin’s    Joint opened a downtown Nashville event space in August and Sweet P’s opened a second location last year in downtown Knoxville. But some of the best barbecue hasn’t moved from its original spot. Scott’ ’s Barbeque in Lexington, Tenn. didn’t look like much but, at that point, we hadn’t seen a Lexington we didn’t like. A   sign out front still showed the 1980 “Coke Is It” slogan. And they still meant it: There was not a sweet tea to be had, but plenty of Pibb Xtra, Mello Yello and other Coke products. Inside is an   refuge from the boiling highway, with big   wood paneling and plenty of   knickknacks. Scott’s pigs are smoked whole hog (think of a luau) then minced, sauced, slapped on a bun, and wrapped like any common deli sandwich. Only that wasn’t a common deli sandwich it gave most of North Carolina a run for its money. The ribs, practically a confit, lacked a spicy bark or crust, but were tremendously tender. Even at 9 in the morning, customers were picking up racks of ribs to serve for lunch. But these were not the dry and spicy Memphis ribs I’d heard of. Had we been driving in the wrong direction? Yet soon there we were on Central Avenue, staring down a blue statue of the University of Memphis’s Tom the tiger, which guards Central BBQ. The line was already out the door. Behind the parking lot was a large mural of farm animals playing in a jazz band and inside was    merchandise. Even with the music turned low, the whole joint felt loud. The scant indoor seating filled up quickly, so we ate under a tent rigged with water misters to allay the   heat. The pork and brisket were great, but the ribs, dry and red as Australia’s Simpson Desert, were clearly the best:   tender with a rolling spiciness. Across town is the    Shop. A bar and grill tucked into a mostly residential block on Madison Avenue, it was quiet for lunch but would attract a crowd for dinner. The waiters knew to push their claim to fame: barbecue spaghetti, basically a sweet and meaty pasta Bolognese. Even after a week of solid barbecue, it was still a pleasure to eat, if a guilty one. Like Lexington’s chopped pork,    Shop’s ribs were another   act of flavors and textures. Sauce might have been the main draw in the Carolinas, but the    Shop produces such a perfect rack of meat, sauce is rather unnecessary, almost unwelcome. It was the end of our trip, but I wanted to keep driving west. To have a grand barbecue road trip that didn’t even enter Missouri or Texas   …     what would people say? It had begun to rain aggressively after we left the    Shop, but I drove us out to the Memphis Riverfront. Parked in front of the Mississippi, I began to lay out Barbecue Road Trip Part 2 and the idea that maybe we should hit a few spots in Alabama? I mean, the state border is right there. Mary Beth just smiled at me. I think she knew that after a week of barbecue, I was all talk, and once our last plate of ribs kicked in, I couldn’t manage much talking either. We were tired and we were full and all we really wanted to do was go home and get married. So we did.",0
31230,HILARIOUS! Look Who LIBERAL Middlebury Professor Is Blaming After She Was Sent To Hospital By Angry Mob Of Leftist Students,"Two weeks ago at Middlebury College, Charles Murray needed a safe space   literally.In a significant escalation of the campus speech wars, protesters hooted down the conservative scholar in a lecture hall and then roughed up a Middlebury faculty member escorting him to a car.The Middlebury administration commendably tried to do the right thing and stand by Murray s right to be heard, but was overwhelmed by a yowling mob with all the manners and intellectual openness of a gang of British soccer hooligans.The students who brought in Charles Murray framed the evening as  an invitation to argue,  and in that spirit asked Professor Allison Stanger, a Democrat in good standing, to serve as Murray s interlocutor. When chanting students commandeered the lecture hall, Stanger and Murray repaired to another room for a livestreamed discussion.Protesters found the room and pounded on the windows and pulled fire alarms. When Murray and Stanger exited at the end of the livestream and headed for their getaway car, protesters assailed them. They shoved and grabbed Stanger, who was shaken up and later went to the hospital, and pounded on the car and tried to obstruct it. She was recently diagnosed with a concussion that she suffered during the liberal beating by Middlebury students.Stanger wrote afterward that she  feared for my life. And for what offense? Talking to someone who thinks differently than the average Middleburg faculty member or student.Allison Stanger invited Charles Murray, famous for The Bell Curve, to speak at the school. Students were so outraged Murray had to flee for his life, and Stanger got beaten up. Her response?It s Trump s fault!During the Great Proletarian Cultural Revolution, student Red Guards forced professors to make self-confessions. This situation was clearly different, however, as most of the students were not Chinese.Stanger is smart. She doesn t have to deal with Donald Trump at her school, but she does have to deal with her fellow leftist faculty members and leftist students. She s trying to make kissy-kissy with them so they don t smack her in the head again.If I were in her position, I d probably do the same thing. On the other hand, Vermont is a concealed carry state, so maybe there could be another option when faced with a life-threatening leftist mob.Exit question:1) When someone goes to an emergency room with throbbing head pains and a hardcore leftist worldview, how can an E.R. doctor determine whether the patient has a head injury or simply a very rigid ideological point of view?   American ThinkerSo in summary, the leftist professor who s made it her mission to indoctrinate Middlebury students, is now blaming President Trump because those same students she encouraged to think and behave like leftists, behaved in a way that is compatible with how leftists behave.  Using  violence and threatening behavior to get your way and drown out the opposing voices is nothing new for leftists, they ve just taken it a significant notch since Obama took office 8 years ago.  ",1
26114, Twitter Rips The Huffington Post To Shreds Over This Photo Of Their Staff (TWEETS),"Liz Heron, executive editor at The Huffington Post, tweeted out a photo from their editorial meeting on May 20, and it has Twitter in an absolute uproar. Can you see why?Notice anything about this @HuffingtonPost editors meeting? ?????? pic.twitter.com/7sg4SyraPa  Liz Heron (@lheron) May 20, 2016The emoji she s got on there clearly show that she s touting  girl power  with this photo, but there is, in fact, a major problem with it that brought Twitter s wrath down upon her, and The Huffington Post itself. It s diversity, or a lack thereof. Where s the racial diversity?The editorial staff is primarily white, like most executive staffs at most companies, and Twitter was kind enough to point that out, along with a couple of other problems: An Ed table full of white women, and @HuffingtonPost s 2016 readership is in the toilet. Shocker https://t.co/mJ830qbtmG  Joe Knight (@MoneyJKnight) May 22, 2016.@lheron   it seems that the @HuffingtonPost has a few kinks left in the cloning process?  MennoKnight (@Menn0knight) May 22, 2016 .@lheron @HuffingtonPost I m a suburban Harvard-educated white guy named White and that room makes me look like Shaft  Popehat (@Popehat) May 21, 2016Even Adam Baldwin weighed in on the diversity problem: @seanmdav @lheron @jtLOL pic.twitter.com/p4dAX9gz5u  Adam Baldwin (@AdamBaldwin) May 21, 2016@bunkerwsmith @Cernovich @lheron @Soylentopia @HuffingtonPost found the token asian minorities pic.twitter.com/o16XQ9HiuX  peppercats (@_peppercats) May 22, 2016 @lheron @HuffingtonPost White Power! Soz I meant girl power! pic.twitter.com/F8uuriczSq  O.E.P. (@PyramidPorts) May 22, 2016@lheron @HuffingtonPost The fact that you don t notice what apparently half of the people in the world do says a lot about your POV.  All Bass, No Treble (@tiffmc1013) May 22, 2016This next one is needling HuffPo over the fact that it loves painting itself as the liberal answer to conservative media. However, it behaves like a typical, profit-mongering corporation that would support conservative business policies to enhance its bottom line, and engages in questionable practices to that same end, like having thousands of writers work for free.@lheron@HuffingtonPost What I notice is that nobody there is more than 3 years out of college. Ignorant, but cheap as dirt to hire.  Robert Tracinski (@Tracinski) May 20, 2016In going through these tweets, one will see some predictably sexist tweets about how it s just as sexist for a company to have an entirely female leadership staff as it is for them to have an entirely male leadership staff. That s male privilege talking, though   we still live in a man s world here. Women have it much harder in the workplace, including climbing that vaunted corporate ladder, than men do.An all-female editorial team in a man s world is great. However, for a supposedly liberal outlet, whatever attempts they re making at racial diversity suck. We have to wonder whether their HR department screens out resumes of people with  black  sounding names like many other HR departments do. We also have to wonder whether they consider black people to automatically be less qualified, like many other companies seem to.Perhaps they re afraid they ll lose readers if their readers know they have black people on their editorial staff.Yes, companies should absolutely put the people they believe to be the best qualified in open positions. Oftentimes, however, black candidates are judged more harshly than other candidates, especially white candidates, due to racial biases in a variety of areas. HuffPo, this is extremely disappointing.Image via screen capture from embedded tweet by Liz Heron",1
35772,BREAKING! REPUBLICANS PULL VOTE ON BANNING CONFEDERATE FLAG,"Dems hammer Republicans on their planned vote to allow the Confederate flag in national parks.House Republican leaders have canceled a planned vote on an amendment that would have reversed previously-passed provisions barring the display of the Confederate flag in national parksThe move comes after Republicans acknowledged they did not have the votes to pass the amendment, and Democrats hammered the GOP for considering the change in the first place. This was an attempt to codify the Obama Administration s own directive to our national cemeteries and it is unfortunate that it has devolved into a political battle. It is our hope that we can have a thoughtful discussion on this matter that is free of politics,  a GOP leadership aide said.READ MORE: NATIONAL JOURNAL",1
52347,Spanish court orders release on bail for Catalan parliament speaker: court source,"MADRID (Reuters) - A Spanish Supreme Court judge on Thursday ordered the Catalan parliament speaker be released on bail of 150,000 euros ($174,615) pending an investigation into her role in Catalonia s banned push for independence, a court source said. The speaker, Carme Forcadell, will be held in custody until she pays the bail, the source said. Forcadell and five regional lawmakers testified on Thursday on charges of sedition, rebellion and misuse of public funds. Four other lawmakers would also be released on 25,000-euro bail, while a fifth would be freed on certain conditions without bail, the source said. Spain s prosecutor had previously requested jail for Forcadell and three lawmakers summoned to the Supreme Court and the release of two others on certain conditions.  ",0
